-8.942546194742924115e-01,-1.202551665702901396e+00,3.635375862945700587e-01,1.088211986748632176e+00,1.677229360681994796e+00,7.530566730570957823e-01,7.355800457922232471e-01,-1.163220396336236639e+00,-5.720121248691937277e-01,-1.170084813604262142e-01,-1.190229071159279339e+00,4.710175367604446106e-01,-3.340206742508659010e-01,-7.249799158972863866e-01,1.486204027295503272e+00,-9.410560873191282649e-01,8.724217828798304097e-01,4.841431113148995102e-01,-3.640346099730690788e-01,-9.846792445446672648e-01
-4.542373375256473778e-01,7.282989682971026113e-01,-8.093770267055714340e-01,1.726140832646382739e+00,6.649204839558471303e-01,-3.482497743429728398e+00,2.049904551676830611e+00,7.158517671891773126e-01,-5.912255423098486395e-02,-3.426842681807700242e-01,3.142929459783395885e+00,3.558857142341919633e-01,-5.443977005509842426e-01,-6.075299368086044538e-01,1.355909851372836927e+00,5.489531342267925385e-02,3.497171832592297136e+00,1.978885625314691366e+00,-5.129715558921306151e-01,1.110436405181547181e+00
1.205418297073137524e+00,9.179773761643818253e-02,2.222052626360358385e+00,-3.927254385456428742e-02,-1.480619767867047964e-01,-9.925252046958541463e-01,-8.895873834287992832e-01,-4.652799627941113791e-01,-1.470519911816965619e+00,1.159119287976906776e+00,1.782287808213516289e-01,-8.214329434821270315e-01,-1.572299181243835609e+00,1.988871741313389618e+00,6.794799445221512135e-01,-1.226021488875080445e+00,1.032294150217799134e+00,1.437750560065123584e-01,-1.024519203624939534e+00,2.674485438169869611e-01
-1.258831856275167915e+00,-3.139172656109283643e-01,2.478555193833635428e+00,1.797619065975605723e+00,-6.631298301844761323e-01,6.200391604963347014e-02,-1.000447070964203933e+00,-1.978568936631226460e-01,-2.562695358886606378e-01,-7.260647855418089769e-01,9.210489020558850770e-01,-6.317254645741252617e-01,-1.719073852877958941e-01,1.641416656812429320e+00,2.172751645334509263e+00,6.368495972162928620e-01,1.364638685857624711e+00,-2.495765992373256026e+00,1.275324755559351098e-02,-1.135237280078822547e-01
5.661042750942666402e-01,9.578366967540979937e-01,3.047213053720777332e+00,-2.178096263287759848e-01,1.899168519733303695e+00,8.670832690171231816e-01,-1.585261535812439337e+00,6.278553381794741428e-01,-9.630497556410317905e-01,-1.366318807867260565e+00,1.366661169660769115e+00,8.460242022476373025e-01,1.319601649304318780e+00,-4.616519477348386413e-01,-9.118093504744846367e-01,5.114187936412846192e-01,1.254468628382901851e+00,-1.887952542902816333e+00,2.499415253868356723e-01,-1.009207100683914282e+00
-8.437266530363664030e-01,-1.464291497340587389e+00,1.505644047878262892e+00,-1.705514752111980892e+00,-1.191219951216084594e+00,-1.716942142558758877e-01,-2.891749554187834192e+00,1.133919264983069608e+00,-6.381577386311054756e-01,-6.451883465839555187e-01,-1.565236679557938104e-01,6.671511106760706911e-01,-3.998541556704039990e-01,1.610649293210440813e+00,-1.514193995279974558e+00,-9.361515539533827868e-01,1.266361679914426386e+00,1.516493717800963648e+00,-1.197046585499804250e+00,-1.139597830317585353e-01
-5.680596757168792088e-01,9.484668969325038557e-02,1.105456528305473585e+00,1.686932323467115635e+00,1.064655336376867600e+00,-2.134039437444755105e+00,-6.746979470941177892e-02,-2.945007456638967236e-01,1.370419438979296078e+00,-2.343382807605663976e-01,1.874944210609396755e+00,1.096740721443077549e+00,-7.537169947278358206e-01,4.241371097120488765e-01,-4.460000153856004124e-01,1.713626263155799689e-01,2.209676379838206306e-01,-1.773401215149399857e+00,-1.596363125011697748e-01,1.017052083712966404e+00
-6.385123043285650946e-01,4.500072742267871573e-01,1.258447905799754407e-01,-1.105488234272455017e+00,2.143575620309154939e-01,-2.328172511305692804e+00,-1.769216593233985835e+00,-1.562874841195006637e+00,3.939653699618889671e-01,1.121571288158825341e+00,1.947896333425448212e+00,7.648170561399120215e-01,-9.355925979642359946e-02,-5.749476095006121890e-01,-7.691332545300226808e-01,9.178744835170000727e-01,1.191804292390571618e+00,-1.685666275990145291e+00,-2.161507938411912771e-02,4.914311916832838079e-01
-7.585610076816413638e-01,-1.905821947501154523e-01,8.408999191348422997e-01,3.470998654404183759e-01,2.636097413482320628e-01,8.844691697440988376e-01,3.756971150746471366e+00,6.928141027810988950e-01,-7.637833620342215912e-01,7.385254054556350534e-01,-4.155420237463447464e-01,-4.207272412141716683e-02,5.879888557404731042e-01,3.198472940977556966e-01,-6.917239021412149302e-01,-1.058343047310714713e+00,-3.243509033029941535e-01,-2.897112065368707690e-01,-4.286802356568140682e-01,2.447308466761906942e+00
-1.584633042022640215e+00,1.742090998465117835e+00,-2.066423629412264873e+00,3.912456868892551232e-02,-5.590677982073894992e-01,-2.653131147309842341e-01,-9.111611801449976955e-01,-1.381042898700010957e+00,2.490863570041598751e-01,1.180084788099446946e+00,-3.698104338165822957e-01,-1.164495192986194416e+00,-7.908784157935007109e-01,-9.952665557472358815e-01,-9.176830511333983198e-01,-3.613377579329397071e-01,1.730572643321901527e+00,-1.175324110618398255e+00,-6.665400326779101770e-01,7.291134611298503154e-01
